material_name,date,storage,next_day_storage
Plastic Cutlery,2023-08-31,52,68.0
Plastic Cutlery,2023-09-01,68,50.0
Plastic Cutlery,2023-09-02,50,45.0
Plastic Cutlery,2023-09-03,45,46.0
Plastic Cutlery,2023-09-04,46,50.0
Plastic Cutlery,2023-09-05,50,53.0
Plastic Cutlery,2023-09-06,53,61.0
Plastic Cutlery,2023-09-07,61,52.0
Plastic Cutlery,2023-09-08,52,52.0
Plastic Cutlery,2023-09-09,52,42.0
Plastic Cutlery,2023-09-10,42,42.0
Plastic Cutlery,2023-09-11,42,45.0
Plastic Cutlery,2023-09-12,45,48.0
Plastic Cutlery,2023-09-13,48,58.0
Plastic Cutlery,2023-09-14,58,47.0
Plastic Cutlery,2023-09-15,47,44.0
Plastic Cutlery,2023-09-16,44,45.0
Plastic Cutlery,2023-09-17,45,50.0
Plastic Cutlery,2023-09-18,50,56.0
Plastic Cutlery,2023-09-19,56,52.0
Plastic Cutlery,2023-09-20,52,53.0
Plastic Cutlery,2023-09-21,53,57.0
Plastic Cutlery,2023-09-22,57,55.0
Plastic Cutlery,2023-09-23,55,55.0
Plastic Cutlery,2023-09-24,55,56.0
Plastic Cutlery,2023-09-25,56,61.0
Plastic Cutlery,2023-09-26,61,53.0
Plastic Cutlery,2023-09-27,53,54.0
Plastic Cutlery,2023-09-28,54,47.0
Plastic Cutlery,2023-09-29,47,43.0
Plastic Cutlery,2023-09-30,43,44.0
Plastic Cutlery,2023-10-01,44,41.0
Plastic Cutlery,2023-10-02,41,40.0
Plastic Cutlery,2023-10-03,40,37.0
Plastic Cutlery,2023-10-04,37,38.0
Plastic Cutlery,2023-10-05,38,39.0
Plastic Cutlery,2023-10-06,39,42.0
Plastic Cutlery,2023-10-07,42,43.0
Plastic Cutlery,2023-10-08,43,44.0
Plastic Cutlery,2023-10-09,44,43.0
Plastic Cutlery,2023-10-10,43,40.0
Plastic Cutlery,2023-10-11,40,41.0
Plastic Cutlery,2023-10-12,41,41.0
Plastic Cutlery,2023-10-13,41,38.0
Plastic Cutlery,2023-10-14,38,37.0
Plastic Cutlery,2023-10-15,37,43.0
Plastic Cutlery,2023-10-16,43,42.0
Plastic Cutlery,2023-10-17,42,43.0
Plastic Cutlery,2023-10-18,43,49.0
Plastic Cutlery,2023-10-19,49,55.0
Plastic Cutlery,2023-10-20,55,43.0
Plastic Cutlery,2023-10-21,43,39.0
Plastic Cutlery,2023-10-22,39,59.0
Plastic Cutlery,2023-10-23,59,103.0
Plastic Cutlery,2023-10-24,103,59.0
Plastic Cutlery,2023-10-25,59,54.0
Plastic Cutlery,2023-10-26,54,58.0
Plastic Cutlery,2023-10-27,58,53.0
Plastic Cutlery,2023-10-28,53,49.0
Plastic Cutlery,2023-10-29,49,49.0
Plastic Cutlery,2023-10-30,49,77.0
Plastic Cutlery,2023-10-31,77,166.0
Plastic Cutlery,2023-11-01,166,85.0
Plastic Cutlery,2023-11-02,85,60.0
Plastic Cutlery,2023-11-03,60,60.0
Plastic Cutlery,2023-11-04,60,54.0
Plastic Cutlery,2023-11-05,54,55.0
Plastic Cutlery,2023-11-06,55,53.0
Plastic Cutlery,2023-11-07,53,63.0
Plastic Cutlery,2023-11-08,63,55.0
Plastic Cutlery,2023-11-09,55,82.0
Plastic Cutlery,2023-11-10,82,172.0
Plastic Cutlery,2023-11-11,172,88.0
Plastic Cutlery,2023-11-12,88,50.0
Plastic Cutlery,2023-11-13,50,36.0
Plastic Cutlery,2023-11-14,36,40.0
Plastic Cutlery,2023-11-15,40,42.0
Plastic Cutlery,2023-11-16,42,38.0
Plastic Cutlery,2023-11-17,38,38.0
Plastic Cutlery,2023-11-18,38,37.0
Plastic Cutlery,2023-11-19,37,40.0
Plastic Cutlery,2023-11-20,40,40.0
Plastic Cutlery,2023-11-21,40,42.0
Plastic Cutlery,2023-11-22,42,42.0
Plastic Cutlery,2023-11-23,42,43.0
Plastic Cutlery,2023-11-24,43,41.0
Plastic Cutlery,2023-11-25,41,40.0
Plastic Cutlery,2023-11-26,40,43.0
Plastic Cutlery,2023-11-27,43,43.0
Plastic Cutlery,2023-11-28,43,44.0
Plastic Cutlery,2023-11-29,44,47.0
Plastic Cutlery,2023-11-30,47,
Plastic Wrap,2023-08-01,104,107.0
Plastic Wrap,2023-08-02,107,100.0
Plastic Wrap,2023-08-03,100,100.0
Plastic Wrap,2023-08-04,100,106.0
Plastic Wrap,2023-08-05,106,105.0
Plastic Wrap,2023-08-06,105,102.0
Plastic Wrap,2023-08-07,102,108.0
Plastic Wrap,2023-08-08,108,113.0
Plastic Wrap,2023-08-09,113,115.0
Plastic Wrap,2023-08-10,115,115.0
Plastic Wrap,2023-08-11,115,123.0
Plastic Wrap,2023-08-12,123,116.0
Plastic Wrap,2023-08-13,116,112.0
Plastic Wrap,2023-08-14,112,122.0
Plastic Wrap,2023-08-15,122,129.0
Plastic Wrap,2023-08-16,129,130.0
Plastic Wrap,2023-08-17,130,130.0
Plastic Wrap,2023-08-18,130,138.0
Plastic Wrap,2023-08-19,138,128.0
Plastic Wrap,2023-08-20,128,124.0
Plastic Wrap,2023-08-21,124,127.0
Plastic Wrap,2023-08-22,127,129.0
Plastic Wrap,2023-08-23,129,128.0
Plastic Wrap,2023-08-24,128,135.0
Plastic Wrap,2023-08-25,135,128.0
Plastic Wrap,2023-08-26,128,131.0
Plastic Wrap,2023-08-27,131,127.0
Plastic Wrap,2023-08-28,127,129.0
Plastic Wrap,2023-08-29,129,135.0
Plastic Wrap,2023-08-30,135,135.0
Plastic Wrap,2023-08-31,135,135.0
Plastic Wrap,2023-09-01,135,144.0
Plastic Wrap,2023-09-02,144,134.0
Plastic Wrap,2023-09-03,134,134.0
Plastic Wrap,2023-09-04,134,145.0
Plastic Wrap,2023-09-05,145,140.0
Plastic Wrap,2023-09-06,140,150.0
Plastic Wrap,2023-09-07,150,147.0
Plastic Wrap,2023-09-08,147,135.0
Plastic Wrap,2023-09-09,135,135.0
Plastic Wrap,2023-09-10,135,129.0
Plastic Wrap,2023-09-11,129,133.0
Plastic Wrap,2023-09-12,133,146.0
Plastic Wrap,2023-09-13,146,137.0
Plastic Wrap,2023-09-14,137,137.0
Plastic Wrap,2023-09-15,137,129.0
Plastic Wrap,2023-09-16,129,128.0
Plastic Wrap,2023-09-17,128,132.0
Plastic Wrap,2023-09-18,132,130.0
Plastic Wrap,2023-09-19,130,140.0
Plastic Wrap,2023-09-20,140,139.0
Plastic Wrap,2023-09-21,139,137.0
Plastic Wrap,2023-09-22,137,146.0
Plastic Wrap,2023-09-23,146,139.0
Plastic Wrap,2023-09-24,139,140.0
Plastic Wrap,2023-09-25,140,145.0
Plastic Wrap,2023-09-26,145,150.0
Plastic Wrap,2023-09-27,150,132.0
Plastic Wrap,2023-09-28,132,118.0
Plastic Wrap,2023-09-29,118,119.0
Plastic Wrap,2023-09-30,119,111.0
Plastic Wrap,2023-10-01,111,102.0
Plastic Wrap,2023-10-02,102,100.0
Plastic Wrap,2023-10-03,100,107.0
Plastic Wrap,2023-10-04,107,113.0
Plastic Wrap,2023-10-05,113,116.0
Plastic Wrap,2023-10-06,116,124.0
Plastic Wrap,2023-10-07,124,132.0
Plastic Wrap,2023-10-08,132,130.0
Plastic Wrap,2023-10-09,130,134.0
Plastic Wrap,2023-10-10,134,146.0
Plastic Wrap,2023-10-11,146,136.0
Plastic Wrap,2023-10-12,136,129.0
Plastic Wrap,2023-10-13,129,131.0
Plastic Wrap,2023-10-14,131,132.0
Plastic Wrap,2023-10-15,132,130.0
Plastic Wrap,2023-10-16,130,135.0
Plastic Wrap,2023-10-17,135,132.0
Plastic Wrap,2023-10-18,132,135.0
Plastic Wrap,2023-10-19,135,140.0
Plastic Wrap,2023-10-20,140,135.0
Plastic Wrap,2023-10-21,135,136.0
Plastic Wrap,2023-10-22,136,135.0
Plastic Wrap,2023-10-23,135,172.0
Plastic Wrap,2023-10-24,172,158.0
Plastic Wrap,2023-10-25,158,157.0
Plastic Wrap,2023-10-26,157,150.0
Plastic Wrap,2023-10-27,150,152.0
Plastic Wrap,2023-10-28,152,147.0
Plastic Wrap,2023-10-29,147,135.0
Plastic Wrap,2023-10-30,135,149.0
Plastic Wrap,2023-10-31,149,222.0
Plastic Wrap,2023-11-01,222,206.0
Plastic Wrap,2023-11-02,206,166.0
Plastic Wrap,2023-11-03,166,150.0
Plastic Wrap,2023-11-04,150,156.0
Plastic Wrap,2023-11-05,156,154.0
Plastic Wrap,2023-11-06,154,153.0
Plastic Wrap,2023-11-07,153,163.0
Plastic Wrap,2023-11-08,163,163.0
Plastic Wrap,2023-11-09,163,164.0
Plastic Wrap,2023-11-10,164,237.0
Plastic Wrap,2023-11-11,237,236.0
Plastic Wrap,2023-11-12,236,190.0
Plastic Wrap,2023-11-13,190,167.0
Plastic Wrap,2023-11-14,167,165.0
Plastic Wrap,2023-11-15,165,162.0
Plastic Wrap,2023-11-16,162,163.0
Plastic Wrap,2023-11-17,163,159.0
Plastic Wrap,2023-11-18,159,157.0
Plastic Wrap,2023-11-19,157,159.0
Plastic Wrap,2023-11-20,159,150.0
Plastic Wrap,2023-11-21,150,164.0
Plastic Wrap,2023-11-22,164,157.0
Plastic Wrap,2023-11-23,157,156.0
Plastic Wrap,2023-11-24,156,157.0
Plastic Wrap,2023-11-25,157,150.0
Plastic Wrap,2023-11-26,150,146.0
Plastic Wrap,2023-11-27,146,152.0
Plastic Wrap,2023-11-28,152,156.0
Plastic Wrap,2023-11-29,156,148.0
Plastic Wrap,2023-11-30,148,
Potato Chips,2023-08-01,4,3.0
Potato Chips,2023-08-02,3,3.0
Potato Chips,2023-08-03,3,3.0
Potato Chips,2023-08-04,3,3.0
Potato Chips,2023-08-05,3,3.0
Potato Chips,2023-08-06,3,2.0
Potato Chips,2023-08-07,2,2.0
Potato Chips,2023-08-08,2,3.0
Potato Chips,2023-08-09,3,4.0
Potato Chips,2023-08-10,4,3.0
Potato Chips,2023-08-11,3,2.0
Potato Chips,2023-08-12,2,2.0
Potato Chips,2023-08-13,2,2.0
Potato Chips,2023-08-14,2,3.0
Potato Chips,2023-08-15,3,3.0
Potato Chips,2023-08-16,3,2.0
Potato Chips,2023-08-17,2,3.0
Potato Chips,2023-08-18,3,2.0
Potato Chips,2023-08-19,2,2.0
Potato Chips,2023-08-20,2,3.0
Potato Chips,2023-08-21,3,3.0
Potato Chips,2023-08-22,3,4.0
Potato Chips,2023-08-23,4,3.0
Potato Chips,2023-08-24,3,3.0
Potato Chips,2023-08-25,3,2.0
Potato Chips,2023-08-26,2,2.0
Potato Chips,2023-08-27,2,3.0
Potato Chips,2023-08-28,3,4.0
Potato Chips,2023-08-29,4,5.0
Potato Chips,2023-08-30,5,5.0
Potato Chips,2023-08-31,5,6.0
Potato Chips,2023-09-01,6,4.0
Potato Chips,2023-09-02,4,4.0
Potato Chips,2023-09-03,4,5.0
Potato Chips,2023-09-04,5,4.0
Potato Chips,2023-09-05,4,4.0
Potato Chips,2023-09-06,4,6.0
Potato Chips,2023-09-07,6,4.0
Potato Chips,2023-09-08,4,4.0
Potato Chips,2023-09-09,4,4.0
Potato Chips,2023-09-10,4,3.0
Potato Chips,2023-09-11,3,4.0
Potato Chips,2023-09-12,4,5.0
Potato Chips,2023-09-13,5,3.0
Potato Chips,2023-09-14,3,4.0
Potato Chips,2023-09-15,4,2.0
Potato Chips,2023-09-16,2,3.0
Potato Chips,2023-09-17,3,3.0
Potato Chips,2023-09-18,3,2.0
Potato Chips,2023-09-19,2,5.0
Potato Chips,2023-09-20,5,4.0
Potato Chips,2023-09-21,4,4.0
Potato Chips,2023-09-22,4,2.0
Potato Chips,2023-09-23,2,3.0
Potato Chips,2023-09-24,3,4.0
Potato Chips,2023-09-25,4,3.0
Potato Chips,2023-09-26,3,3.0
Potato Chips,2023-09-27,3,1.0
Potato Chips,2023-09-28,1,1.0
Potato Chips,2023-09-29,1,1.0
Potato Chips,2023-09-30,1,1.0
Potato Chips,2023-10-01,1,1.0
Potato Chips,2023-10-02,1,1.0
Potato Chips,2023-10-03,1,1.0
Potato Chips,2023-10-04,1,2.0
Potato Chips,2023-10-05,2,2.0
Potato Chips,2023-10-06,2,3.0
Potato Chips,2023-10-07,3,3.0
Potato Chips,2023-10-08,3,2.0
Potato Chips,2023-10-09,2,3.0
Potato Chips,2023-10-10,3,3.0
Potato Chips,2023-10-11,3,2.0
Potato Chips,2023-10-12,2,3.0
Potato Chips,2023-10-13,3,2.0
Potato Chips,2023-10-14,2,2.0
Potato Chips,2023-10-15,2,2.0
Potato Chips,2023-10-16,2,3.0
Potato Chips,2023-10-17,3,3.0
Potato Chips,2023-10-18,3,1.0
Potato Chips,2023-10-19,1,1.0
Potato Chips,2023-10-20,1,1.0
Potato Chips,2023-10-21,1,1.0
Potato Chips,2023-10-22,1,3.0
Potato Chips,2023-10-23,3,3.0
Potato Chips,2023-10-24,3,3.0
Potato Chips,2023-10-25,3,4.0
Potato Chips,2023-10-26,4,3.0
Potato Chips,2023-10-27,3,3.0
Potato Chips,2023-10-28,3,2.0
Potato Chips,2023-10-29,2,2.0
Potato Chips,2023-10-30,2,4.0
Potato Chips,2023-10-31,4,10.0
Potato Chips,2023-11-01,10,5.0
Potato Chips,2023-11-02,5,6.0
Potato Chips,2023-11-03,6,3.0
Potato Chips,2023-11-04,3,3.0
Potato Chips,2023-11-05,3,3.0
Potato Chips,2023-11-06,3,4.0
Potato Chips,2023-11-07,4,4.0
Potato Chips,2023-11-08,4,4.0
Potato Chips,2023-11-09,4,5.0
Potato Chips,2023-11-10,5,12.0
Potato Chips,2023-11-11,12,6.0
Potato Chips,2023-11-12,6,2.0
Potato Chips,2023-11-13,2,2.0
Potato Chips,2023-11-14,2,3.0
Potato Chips,2023-11-15,3,3.0
Potato Chips,2023-11-16,3,2.0
Potato Chips,2023-11-17,2,2.0
Potato Chips,2023-11-18,2,2.0
Potato Chips,2023-11-19,2,2.0
Potato Chips,2023-11-20,2,3.0
Potato Chips,2023-11-21,3,3.0
Potato Chips,2023-11-22,3,3.0
Potato Chips,2023-11-23,3,2.0
Potato Chips,2023-11-24,2,1.0
Potato Chips,2023-11-25,1,2.0
Potato Chips,2023-11-26,2,3.0
Potato Chips,2023-11-27,3,3.0
Potato Chips,2023-11-28,3,3.0
Potato Chips,2023-11-29,3,3.0
Potato Chips,2023-11-30,3,
Printer Paper,2023-08-01,5,2.0
Printer Paper,2023-08-02,2,2.0
Printer Paper,2023-08-03,2,2.0
Printer Paper,2023-08-04,2,7.0
Printer Paper,2023-08-05,7,3.0
Printer Paper,2023-08-06,3,2.0
Printer Paper,2023-08-07,2,2.0
Printer Paper,2023-08-08,2,2.0
Printer Paper,2023-08-09,2,2.0
Printer Paper,2023-08-10,2,2.0
Printer Paper,2023-08-11,2,2.0
Printer Paper,2023-08-12,2,2.0
Printer Paper,2023-08-13,2,3.0
Printer Paper,2023-08-14,3,8.0
Printer Paper,2023-08-15,8,3.0
Printer Paper,2023-08-16,3,2.0
Printer Paper,2023-08-17,2,2.0
Printer Paper,2023-08-18,2,2.0
Printer Paper,2023-08-19,2,3.0
Printer Paper,2023-08-20,3,3.0
Printer Paper,2023-08-21,3,2.0
Printer Paper,2023-08-22,2,2.0
Printer Paper,2023-08-23,2,2.0
Printer Paper,2023-08-24,2,7.0
Printer Paper,2023-08-25,7,3.0
Printer Paper,2023-08-26,3,3.0
Printer Paper,2023-08-27,3,3.0
Printer Paper,2023-08-28,3,3.0
Printer Paper,2023-08-29,3,3.0
Printer Paper,2023-08-30,3,4.0
Printer Paper,2023-08-31,4,6.0
Printer Paper,2023-09-01,6,3.0
Printer Paper,2023-09-02,3,3.0
Printer Paper,2023-09-03,3,3.0
Printer Paper,2023-09-04,3,7.0
Printer Paper,2023-09-05,7,2.0
Printer Paper,2023-09-06,2,2.0
Printer Paper,2023-09-07,2,2.0
Printer Paper,2023-09-08,2,3.0
Printer Paper,2023-09-09,3,12.0
Printer Paper,2023-09-10,12,8.0
Printer Paper,2023-09-11,8,8.0
Printer Paper,2023-09-12,8,6.0
Printer Paper,2023-09-13,6,5.0
Printer Paper,2023-09-14,5,8.0
Printer Paper,2023-09-15,8,4.0
Printer Paper,2023-09-16,4,4.0
Printer Paper,2023-09-17,4,3.0
Printer Paper,2023-09-18,3,4.0
Printer Paper,2023-09-19,4,3.0
Printer Paper,2023-09-20,3,4.0
Printer Paper,2023-09-21,4,2.0
Printer Paper,2023-09-22,2,2.0
Printer Paper,2023-09-23,2,3.0
Printer Paper,2023-09-24,3,7.0
Printer Paper,2023-09-25,7,6.0
Printer Paper,2023-09-26,6,3.0
Printer Paper,2023-09-27,3,3.0
Printer Paper,2023-09-28,3,2.0
Printer Paper,2023-09-29,2,4.0
Printer Paper,2023-09-30,4,5.0
Printer Paper,2023-10-01,5,4.0
Printer Paper,2023-10-02,4,2.0
Printer Paper,2023-10-03,2,2.0
Printer Paper,2023-10-04,2,5.0
Printer Paper,2023-10-05,5,4.0
Printer Paper,2023-10-06,4,2.0
Printer Paper,2023-10-07,2,3.0
Printer Paper,2023-10-08,3,2.0
Printer Paper,2023-10-09,2,3.0
Printer Paper,2023-10-10,3,2.0
Printer Paper,2023-10-11,2,4.0
Printer Paper,2023-10-12,4,3.0
Printer Paper,2023-10-13,3,2.0
Printer Paper,2023-10-14,2,8.0
Printer Paper,2023-10-15,8,3.0
Printer Paper,2023-10-16,3,3.0
Printer Paper,2023-10-17,3,3.0
Printer Paper,2023-10-18,3,2.0
Printer Paper,2023-10-19,2,2.0
Printer Paper,2023-10-20,2,2.0
Printer Paper,2023-10-21,2,2.0
Printer Paper,2023-10-22,2,6.0
Printer Paper,2023-10-23,6,3.0
Printer Paper,2023-10-24,3,7.0
Printer Paper,2023-10-25,7,5.0
Printer Paper,2023-10-26,5,3.0
Printer Paper,2023-10-27,3,3.0
Printer Paper,2023-10-28,3,3.0
Printer Paper,2023-10-29,3,3.0
Printer Paper,2023-10-30,3,6.0
Printer Paper,2023-10-31,6,6.0
Printer Paper,2023-11-01,6,2.0
Printer Paper,2023-11-02,2,2.0
Printer Paper,2023-11-03,2,2.0
Printer Paper,2023-11-04,2,8.0
Printer Paper,2023-11-05,8,4.0
Printer Paper,2023-11-06,4,6.0
Printer Paper,2023-11-07,6,5.0
Printer Paper,2023-11-08,5,3.0
Printer Paper,2023-11-09,3,4.0
Printer Paper,2023-11-10,4,2.0
Printer Paper,2023-11-11,2,4.0
Printer Paper,2023-11-12,4,3.0
Printer Paper,2023-11-13,3,3.0
Printer Paper,2023-11-14,3,7.0
Printer Paper,2023-11-15,7,4.0
Printer Paper,2023-11-16,4,2.0
Printer Paper,2023-11-17,2,3.0
Printer Paper,2023-11-18,3,2.0
Printer Paper,2023-11-19,2,3.0
Printer Paper,2023-11-20,3,3.0
Printer Paper,2023-11-21,3,3.0
Printer Paper,2023-11-22,3,4.0
Printer Paper,2023-11-23,4,2.0
Printer Paper,2023-11-24,2,8.0
Printer Paper,2023-11-25,8,4.0
Printer Paper,2023-11-26,4,3.0
Printer Paper,2023-11-27,3,6.0
Printer Paper,2023-11-28,6,4.0
Printer Paper,2023-11-29,4,4.0
Printer Paper,2023-11-30,4,
Rubbing Alcohol,2023-08-01,18,18.0
Rubbing Alcohol,2023-08-02,18,17.0
Rubbing Alcohol,2023-08-03,17,16.0
Rubbing Alcohol,2023-08-04,16,16.0
Rubbing Alcohol,2023-08-05,16,16.0
Rubbing Alcohol,2023-08-06,16,17.0
Rubbing Alcohol,2023-08-07,17,17.0
Rubbing Alcohol,2023-08-08,17,18.0
Rubbing Alcohol,2023-08-09,18,17.0
Rubbing Alcohol,2023-08-10,17,17.0
Rubbing Alcohol,2023-08-11,17,16.0
Rubbing Alcohol,2023-08-12,16,15.0
Rubbing Alcohol,2023-08-13,15,18.0
Rubbing Alcohol,2023-08-14,18,18.0
Rubbing Alcohol,2023-08-15,18,18.0
Rubbing Alcohol,2023-08-16,18,18.0
Rubbing Alcohol,2023-08-17,18,18.0
Rubbing Alcohol,2023-08-18,18,17.0
Rubbing Alcohol,2023-08-19,17,16.0
Rubbing Alcohol,2023-08-20,16,18.0
Rubbing Alcohol,2023-08-21,18,17.0
Rubbing Alcohol,2023-08-22,17,18.0
Rubbing Alcohol,2023-08-23,18,19.0
Rubbing Alcohol,2023-08-24,19,19.0
Rubbing Alcohol,2023-08-25,19,18.0
Rubbing Alcohol,2023-08-26,18,18.0
Rubbing Alcohol,2023-08-27,18,19.0
Rubbing Alcohol,2023-08-28,19,19.0
Rubbing Alcohol,2023-08-29,19,18.0
Rubbing Alcohol,2023-08-30,18,18.0
Rubbing Alcohol,2023-08-31,18,24.0
Rubbing Alcohol,2023-09-01,24,21.0
Rubbing Alcohol,2023-09-02,21,19.0
Rubbing Alcohol,2023-09-03,19,20.0
Rubbing Alcohol,2023-09-04,20,19.0
Rubbing Alcohol,2023-09-05,19,21.0
Rubbing Alcohol,2023-09-06,21,24.0
Rubbing Alcohol,2023-09-07,24,21.0
Rubbing Alcohol,2023-09-08,21,21.0
Rubbing Alcohol,2023-09-09,21,17.0
Rubbing Alcohol,2023-09-10,17,19.0
Rubbing Alcohol,2023-09-11,19,19.0
Rubbing Alcohol,2023-09-12,19,19.0
Rubbing Alcohol,2023-09-13,19,20.0
Rubbing Alcohol,2023-09-14,20,20.0
Rubbing Alcohol,2023-09-15,20,20.0
Rubbing Alcohol,2023-09-16,20,19.0
Rubbing Alcohol,2023-09-17,19,20.0
Rubbing Alcohol,2023-09-18,20,21.0
Rubbing Alcohol,2023-09-19,21,22.0
Rubbing Alcohol,2023-09-20,22,22.0
Rubbing Alcohol,2023-09-21,22,21.0
Rubbing Alcohol,2023-09-22,21,20.0
Rubbing Alcohol,2023-09-23,20,21.0
Rubbing Alcohol,2023-09-24,21,21.0
Rubbing Alcohol,2023-09-25,21,22.0
Rubbing Alcohol,2023-09-26,22,20.0
Rubbing Alcohol,2023-09-27,20,18.0
Rubbing Alcohol,2023-09-28,18,17.0
Rubbing Alcohol,2023-09-29,17,16.0
Rubbing Alcohol,2023-09-30,16,15.0
Rubbing Alcohol,2023-10-01,15,15.0
Rubbing Alcohol,2023-10-02,15,15.0
Rubbing Alcohol,2023-10-03,15,16.0
Rubbing Alcohol,2023-10-04,16,17.0
Rubbing Alcohol,2023-10-05,17,18.0
Rubbing Alcohol,2023-10-06,18,21.0
Rubbing Alcohol,2023-10-07,21,20.0
Rubbing Alcohol,2023-10-08,20,17.0
Rubbing Alcohol,2023-10-09,17,21.0
Rubbing Alcohol,2023-10-10,21,19.0
Rubbing Alcohol,2023-10-11,19,18.0
Rubbing Alcohol,2023-10-12,18,18.0
Rubbing Alcohol,2023-10-13,18,17.0
Rubbing Alcohol,2023-10-14,17,17.0
Rubbing Alcohol,2023-10-15,17,19.0
Rubbing Alcohol,2023-10-16,19,19.0
Rubbing Alcohol,2023-10-17,19,18.0
Rubbing Alcohol,2023-10-18,18,20.0
Rubbing Alcohol,2023-10-19,20,21.0
Rubbing Alcohol,2023-10-20,21,18.0
Rubbing Alcohol,2023-10-21,18,17.0
Rubbing Alcohol,2023-10-22,17,25.0
Rubbing Alcohol,2023-10-23,25,43.0
Rubbing Alcohol,2023-10-24,43,28.0
Rubbing Alcohol,2023-10-25,28,25.0
Rubbing Alcohol,2023-10-26,25,26.0
Rubbing Alcohol,2023-10-27,26,25.0
Rubbing Alcohol,2023-10-28,25,22.0
Rubbing Alcohol,2023-10-29,22,23.0
Rubbing Alcohol,2023-10-30,23,32.0
Rubbing Alcohol,2023-10-31,32,68.0
Rubbing Alcohol,2023-11-01,68,35.0
Rubbing Alcohol,2023-11-02,35,28.0
Rubbing Alcohol,2023-11-03,28,26.0
Rubbing Alcohol,2023-11-04,26,24.0
Rubbing Alcohol,2023-11-05,24,25.0
Rubbing Alcohol,2023-11-06,25,26.0
Rubbing Alcohol,2023-11-07,26,26.0
Rubbing Alcohol,2023-11-08,26,23.0
Rubbing Alcohol,2023-11-09,23,34.0
Rubbing Alcohol,2023-11-10,34,69.0
Rubbing Alcohol,2023-11-11,69,37.0
Rubbing Alcohol,2023-11-12,37,20.0
Rubbing Alcohol,2023-11-13,20,17.0
Rubbing Alcohol,2023-11-14,17,16.0
Rubbing Alcohol,2023-11-15,16,17.0
Rubbing Alcohol,2023-11-16,17,17.0
Rubbing Alcohol,2023-11-17,17,16.0
Rubbing Alcohol,2023-11-18,16,17.0
Rubbing Alcohol,2023-11-19,17,18.0
Rubbing Alcohol,2023-11-20,18,19.0
Rubbing Alcohol,2023-11-21,19,18.0
Rubbing Alcohol,2023-11-22,18,18.0
Rubbing Alcohol,2023-11-23,18,17.0
Rubbing Alcohol,2023-11-24,17,17.0
Rubbing Alcohol,2023-11-25,17,17.0
Rubbing Alcohol,2023-11-26,17,19.0
Rubbing Alcohol,2023-11-27,19,19.0
Rubbing Alcohol,2023-11-28,19,19.0
Rubbing Alcohol,2023-11-29,19,19.0
Rubbing Alcohol,2023-11-30,19,
Salt,2023-08-01,12,13.0
Salt,2023-08-02,13,12.0
Salt,2023-08-03,12,12.0
Salt,2023-08-04,12,11.0
Salt,2023-08-05,11,11.0
Salt,2023-08-06,11,12.0
Salt,2023-08-07,12,12.0
Salt,2023-08-08,12,13.0
Salt,2023-08-09,13,12.0
Salt,2023-08-10,12,12.0
Salt,2023-08-11,12,11.0
Salt,2023-08-12,11,11.0
Salt,2023-08-13,11,12.0
Salt,2023-08-14,12,12.0
Salt,2023-08-15,12,12.0
Salt,2023-08-16,12,12.0
Salt,2023-08-17,12,12.0
Salt,2023-08-18,12,12.0
Salt,2023-08-19,12,11.0
Salt,2023-08-20,11,12.0
Salt,2023-08-21,12,11.0
Salt,2023-08-22,11,12.0
Salt,2023-08-23,12,13.0
Salt,2023-08-24,13,12.0
Salt,2023-08-25,12,12.0
Salt,2023-08-26,12,12.0
Salt,2023-08-27,12,12.0
Salt,2023-08-28,12,12.0
Salt,2023-08-29,12,12.0
Salt,2023-08-30,12,11.0
Salt,2023-08-31,11,16.0
Salt,2023-09-01,16,13.0
Salt,2023-09-02,13,12.0
Salt,2023-09-03,12,12.0
Salt,2023-09-04,12,13.0
Salt,2023-09-05,13,14.0
Salt,2023-09-06,14,16.0
Salt,2023-09-07,16,14.0
Salt,2023-09-08,14,14.0
Salt,2023-09-09,14,11.0
Salt,2023-09-10,11,13.0
Salt,2023-09-11,13,13.0
Salt,2023-09-12,13,13.0
Salt,2023-09-13,13,13.0
Salt,2023-09-14,13,13.0
Salt,2023-09-15,13,12.0
Salt,2023-09-16,12,12.0
Salt,2023-09-17,12,13.0
Salt,2023-09-18,13,13.0
Salt,2023-09-19,13,13.0
Salt,2023-09-20,13,13.0
Salt,2023-09-21,13,13.0
Salt,2023-09-22,13,13.0
Salt,2023-09-23,13,13.0
Salt,2023-09-24,13,14.0
Salt,2023-09-25,14,14.0
Salt,2023-09-26,14,14.0
Salt,2023-09-27,14,14.0
Salt,2023-09-28,14,13.0
Salt,2023-09-29,13,13.0
Salt,2023-09-30,13,12.0
Salt,2023-10-01,12,12.0
Salt,2023-10-02,12,12.0
Salt,2023-10-03,12,11.0
Salt,2023-10-04,11,12.0
Salt,2023-10-05,12,12.0
Salt,2023-10-06,12,13.0
Salt,2023-10-07,13,13.0
Salt,2023-10-08,13,13.0
Salt,2023-10-09,13,12.0
Salt,2023-10-10,12,12.0
Salt,2023-10-11,12,12.0
Salt,2023-10-12,12,11.0
Salt,2023-10-13,11,10.0
Salt,2023-10-14,10,10.0
Salt,2023-10-15,10,11.0
Salt,2023-10-16,11,11.0
Salt,2023-10-17,11,11.0
Salt,2023-10-18,11,12.0
Salt,2023-10-19,12,13.0
Salt,2023-10-20,13,11.0
